transaction_id,date,region,product,channel,transaction_type,amount,cost,margin,customer_id,vendor_id,description
39f192e5,2023-01-01,Central,Integration,Partner,Payment,47990.16,32476.71,15513.45,CUST-2832,VEND-2232,Payment - Integration - Central
e4ff71f2,2023-01-01,Urban,Consulting,Partner,Payment,67255.97,39659.75,27596.22,CUST-3426,VEND-8041,Payment - Consulting - Urban
44d0d202,2023-01-01,Central,Software Dev,Direct,Sales Receipt,59614.34,37700.39,21913.95,CUST-1653,VEND-6862,Sales Receipt - Software Dev - Central
805599ee,2023-01-01,Central,Maintenance,Online,Payment,48876.77,30840.18,18036.59,CUST-7658,VEND-3532,Payment - Maintenance - Central
6d9781ae,2023-01-01,Central,Consulting,Agency,Invoice,53704.01,37570.47,16133.54,CUST-6442,VEND-7745,Invoice - Consulting - Central
e22f41c1,2023-01-01,Urban,Maintenance,Direct,Credit Memo,66946.49,40549.2,26397.29,CUST-7267,VEND-1634,Credit Memo - Maintenance - Urban
03d0ba0f,2023-01-01,Highlands,Maintenance,Agency,Payment,39346.66,27194.69,12151.97,CUST-6000,VEND-4728,Payment - Maintenance - Highlands
2da32a92,2023-01-01,Central,Software Dev,Agency,Invoice,68527.96,43638.64,24889.32,CUST-2137,VEND-5573,Invoice - Software Dev - Central
5488d3fc,2023-01-01,South,Analytics,Contract,Estimate,78085.53,52577.9,25507.63,CUST-6425,VEND-1452,Estimate - Analytics - South
8a5814cc,2023-01-01,North,Training,Agency,Sales Receipt,50902.28,33619.77,17282.51,CUST-1626,VEND-2776,Sales Receipt - Training - North
c8e9721a,2023-01-01,Mekong,Support,Direct,Invoice,32387.01,22013.8,10373.21,CUST-9379,VEND-2894,Invoice - Support - Mekong
a3327bd1,2023-01-01,Highlands,Security,Agency,Credit Memo,50079.87,30955.07,19124.8,CUST-1027,VEND-9518,Credit Memo - Security - Highlands
d72d1627,2023-01-01,Mekong,Maintenance,Direct,Sales Receipt,34247.2,21954.81,12292.39,CUST-6409,VEND-6143,Sales Receipt - Maintenance - Mekong
a7ab917f,2023-01-01,Urban,Cloud Services,Direct,Credit Memo,87599.23,57020.61,30578.62,CUST-6344,VEND-7592,Credit Memo - Cloud Services - Urban
8a359e93,2023-01-01,Urban,Training,Partner,Payment,46389.26,27905.34,18483.92,CUST-7211,VEND-3851,Payment - Training - Urban
2e940331,2023-01-01,Mekong,Security,Direct,Estimate,41286.55,26332.14,14954.41,CUST-5978,VEND-5700,Estimate - Security - Mekong
1c95e31e,2023-01-01,Central,Support,Partner,Invoice,36113.59,23974.58,12139.01,CUST-8238,VEND-8244,Invoice - Support - Central
c5ed7685,2023-01-01,Urban,Maintenance,Partner,Sales Receipt,67036.82,43340.26,23696.56,CUST-3780,VEND-2389,Sales Receipt - Maintenance - Urban
bfb8c087,2023-01-01,South,Analytics,Partner,Estimate,65666.02,41275.98,24390.04,CUST-4848,VEND-6085,Estimate - Analytics - South
ef34baf7,2023-01-01,Central,Maintenance,Agency,Invoice,47685.64,28047.52,19638.12,CUST-8784,VEND-2193,Invoice - Maintenance - Central
424d92c2,2023-01-01,Highlands,Support,Partner,Credit Memo,28781.11,17564.44,11216.67,CUST-9099,VEND-7547,Credit Memo - Support - Highlands
1047c542,2023-01-01,Central,Consulting,Online,Estimate,61182.72,42891.89,18290.83,CUST-2746,VEND-7965,Estimate - Consulting - Central
c824a42f,2023-01-01,Central,Consulting,Partner,Payment,50237.57,32422.9,17814.67,CUST-2988,VEND-8478,Payment - Consulting - Central
92650593,2023-01-01,Central,Integration,Partner,Payment,52233.93,37265.04,14968.89,CUST-8251,VEND-9270,Payment - Integration - Central
f11f5404,2023-01-01,Highlands,Analytics,Contract,Credit Memo,52930.07,37137.7,15792.37,CUST-8777,VEND-8373,Credit Memo - Analytics - Highlands
b90191f3,2023-01-01,South,Maintenance,Direct,Payment,58322.75,39925.18,18397.57,CUST-4919,VEND-5499,Payment - Maintenance - South
86e1e455,2023-01-01,Highlands,Cloud Services,Direct,Invoice,36902.52,22712.92,14189.6,CUST-9849,VEND-2320,Invoice - Cloud Services - Highlands
2747b2f4,2023-01-01,Central,Consulting,Agency,Invoice,60150.45,38183.18,21967.27,CUST-4505,VEND-2052,Invoice - Consulting - Central
a3ef53b1,2023-01-01,Highlands,Support,Direct,Payment,29680.83,19456.95,10223.88,CUST-4388,VEND-7883,Payment - Support - Highlands
d5629e8c,2023-01-01,Highlands,Security,Online,Estimate,51778.87,36057.52,15721.35,CUST-7232,VEND-8814,Estimate - Security - Highlands
960d74ae,2023-01-01,North,Hardware,Direct,Estimate,66805.62,45625.02,21180.6,CUST-7865,VEND-9818,Estimate - Hardware - North
c894130b,2023-01-01,Urban,Analytics,Partner,Payment,68797.94,48276.58,20521.36,CUST-5471,VEND-8140,Payment - Analytics - Urban
76287f48,2023-01-01,Highlands,Software Dev,Contract,Credit Memo,56537.87,35545.18,20992.69,CUST-7624,VEND-3704,Credit Memo - Software Dev - Highlands
9dada35b,2023-01-01,Highlands,Consulting,Partner,Sales Receipt,41359.01,27066.83,14292.18,CUST-1444,VEND-2375,Sales Receipt - Consulting - Highlands
23f68290,2023-01-01,Urban,Support,Agency,Invoice,69575.06,48541.87,21033.19,CUST-5262,VEND-7211,Invoice - Support - Urban
efe7d5bc,2023-01-01,South,Maintenance,Contract,Estimate,60089.29,37705.43,22383.86,CUST-7211,VEND-5558,Estimate - Maintenance - South
4e1e7e3f,2023-01-01,Highlands,Training,Online,Credit Memo,32431.43,20955.24,11476.19,CUST-1853,VEND-6733,Credit Memo - Training - Highlands
6318186d,2023-01-01,Central,Cloud Services,Online,Sales Receipt,67264.57,45945.09,21319.48,CUST-4266,VEND-1333,Sales Receipt - Cloud Services - Central
9d5b9a13,2023-01-01,Mekong,Consulting,Agency,Credit Memo,53428.76,32132.52,21296.24,CUST-4571,VEND-8619,Credit Memo - Consulting - Mekong
d64d9a35,2023-01-01,Urban,Training,Direct,Payment,54642.9,33158.0,21484.9,CUST-2876,VEND-3683,Payment - Training - Urban
233bd6af,2023-01-01,South,Cloud Services,Partner,Invoice,66010.36,38836.42,27173.94,CUST-7149,VEND-7498,Invoice - Cloud Services - South
58a33f1c,2023-01-01,Urban,Maintenance,Online,Estimate,83085.28,55000.19,28085.09,CUST-4978,VEND-2669,Estimate - Maintenance - Urban
dda700b9,2023-01-01,Urban,Training,Partner,Estimate,51019.39,35189.02,15830.37,CUST-1672,VEND-6688,Estimate - Training - Urban
6ea5d3d4,2023-01-01,Mekong,Support,Direct,Payment,33916.72,20145.32,13771.4,CUST-1207,VEND-7882,Payment - Support - Mekong
76bde21e,2023-01-01,Highlands,Cloud Services,Contract,Payment,52337.33,37154.4,15182.93,CUST-8532,VEND-3506,Payment - Cloud Services - Highlands
9379ebda,2023-01-01,Highlands,Consulting,Partner,Invoice,39264.29,27897.73,11366.56,CUST-9817,VEND-8921,Invoice - Consulting - Highlands
d5420cf5,2023-01-01,Highlands,Support,Partner,Estimate,27177.14,16846.88,10330.26,CUST-2419,VEND-5569,Estimate - Support - Highlands
54294f99,2023-01-01,Highlands,Maintenance,Contract,Credit Memo,35380.22,23318.41,12061.81,CUST-6511,VEND-1470,Credit Memo - Maintenance - Highlands
e951be1b,2023-01-01,Highlands,Hardware,Agency,Payment,43527.84,28222.65,15305.19,CUST-5232,VEND-6576,Payment - Hardware - Highlands
53d069c6,2023-01-01,South,Security,Direct,Payment,67927.35,44645.44,23281.91,CUST-4130,VEND-2402,Payment - Security - South
f84b0693,2023-01-01,Central,Support,Contract,Invoice,42981.78,28246.46,14735.32,CUST-8800,VEND-9041,Invoice - Support - Central
4e509bda,2023-01-01,Highlands,Software Dev,Online,Payment,58825.75,36663.19,22162.56,CUST-4986,VEND-6016,Payment - Software Dev - Highlands
545564cf,2023-01-01,Urban,Security,Direct,Payment,72954.78,47167.01,25787.77,CUST-7971,VEND-6419,Payment - Security - Urban
e96a4a21,2023-01-01,South,Integration,Direct,Invoice,61674.56,38538.03,23136.53,CUST-4155,VEND-6169,Invoice - Integration - South
fbfb04fd,2023-01-01,North,Analytics,Agency,Credit Memo,81231.37,49543.04,31688.33,CUST-5530,VEND-9595,Credit Memo - Analytics - North
b58afcf6,2023-01-01,Mekong,Training,Online,Invoice,34765.44,24100.85,10664.59,CUST-6912,VEND-3939,Invoice - Training - Mekong
926ff60d,2023-01-01,South,Software Dev,Partner,Invoice,70653.07,42494.7,28158.37,CUST-1893,VEND-5786,Invoice - Software Dev - South
fe3e41e3,2023-01-01,Urban,Consulting,Contract,Invoice,101104.07,60494.24,40609.83,CUST-5658,VEND-8690,Invoice - Consulting - Urban
3fb1c249,2023-01-01,Highlands,Integration,Direct,Invoice,46352.49,28227.15,18125.34,CUST-8827,VEND-2869,Invoice - Integration - Highlands
a2409b17,2023-01-01,North,Support,Contract,Payment,61461.04,36546.62,24914.42,CUST-1878,VEND-3485,Payment - Support - North
df5f2e13,2023-01-01,Central,Security,Direct,Invoice,52475.61,31279.32,21196.29,CUST-7818,VEND-4697,Invoice - Security - Central
c37690c1,2023-01-01,Mekong,Support,Contract,Invoice,37695.96,26504.24,11191.72,CUST-8025,VEND-6003,Invoice - Support - Mekong
d0cb9520,2023-01-01,Mekong,Security,Online,Credit Memo,48492.13,32211.0,16281.13,CUST-4404,VEND-4457,Credit Memo - Security - Mekong
d67d7546,2023-01-01,South,Cloud Services,Agency,Payment,79477.69,48972.76,30504.93,CUST-3564,VEND-1043,Payment - Cloud Services - South
6b0cfbe8,2023-01-01,Highlands,Integration,Partner,Invoice,38692.12,24998.54,13693.58,CUST-5720,VEND-5632,Invoice - Integration - Highlands
db428d9f,2023-01-01,Urban,Integration,Online,Sales Receipt,116027.24,78244.13,37783.11,CUST-4241,VEND-7965,Sales Receipt - Integration - Urban
b247964d,2023-01-01,North,Analytics,Agency,Sales Receipt,82184.01,54996.92,27187.09,CUST-3330,VEND-2169,Sales Receipt - Analytics - North
e9dd7e56,2023-01-01,North,Consulting,Direct,Estimate,74326.08,49230.3,25095.78,CUST-5728,VEND-8195,Estimate - Consulting - North
8723e6bc,2023-01-01,North,Integration,Direct,Sales Receipt,69319.06,46857.28,22461.78,CUST-9199,VEND-9847,Sales Receipt - Integration - North
d5971366,2023-01-01,Highlands,Integration,Online,Estimate,46179.38,30605.14,15574.24,CUST-6280,VEND-5102,Estimate - Integration - Highlands
7a57af29,2023-01-01,North,Cloud Services,Agency,Estimate,94420.56,67043.17,27377.39,CUST-1339,VEND-5415,Estimate - Cloud Services - North
d6420a87,2023-01-01,Mekong,Software Dev,Agency,Credit Memo,59696.45,38573.76,21122.69,CUST-5557,VEND-3973,Credit Memo - Software Dev - Mekong
5c459203,2023-01-01,Mekong,Support,Contract,Payment,40188.54,28573.13,11615.41,CUST-7690,VEND-6460,Payment - Support - Mekong
4731835c,2023-01-01,South,Cloud Services,Agency,Credit Memo,74136.31,46548.3,27588.01,CUST-5722,VEND-7561,Credit Memo - Cloud Services - South
51931430,2023-01-01,Mekong,Software Dev,Contract,Invoice,68169.43,40659.5,27509.93,CUST-2899,VEND-7622,Invoice - Software Dev - Mekong
6add8d0b,2023-01-01,Mekong,Software Dev,Partner,Invoice,43576.25,28109.16,15467.09,CUST-9494,VEND-6927,Invoice - Software Dev - Mekong
81797c9c,2023-01-01,Mekong,Integration,Contract,Invoice,54450.71,37233.33,17217.38,CUST-9998,VEND-3146,Invoice - Integration - Mekong
5fb39e41,2023-01-01,South,Integration,Contract,Sales Receipt,89174.74,53574.88,35599.86,CUST-4920,VEND-3594,Sales Receipt - Integration - South
5887063a,2023-01-01,South,Analytics,Online,Invoice,80340.39,52766.98,27573.41,CUST-2858,VEND-8560,Invoice - Analytics - South
76c299fd,2023-01-01,North,Consulting,Contract,Invoice,83442.69,58930.97,24511.72,CUST-5479,VEND-7807,Invoice - Consulting - North
ced9d83c,2023-01-01,Highlands,Integration,Agency,Invoice,44934.96,28955.29,15979.67,CUST-4122,VEND-9327,Invoice - Integration - Highlands
8d5e8cac,2023-01-01,Urban,Consulting,Online,Estimate,98272.06,61018.32,37253.74,CUST-7798,VEND-6568,Estimate - Consulting - Urban
a492f604,2023-01-01,Mekong,Training,Online,Invoice,32660.6,20307.35,12353.25,CUST-9022,VEND-3434,Invoice - Training - Mekong
c81ce966,2023-01-01,Highlands,Analytics,Contract,Payment,53350.96,33603.96,19747.0,CUST-9903,VEND-7180,Payment - Analytics - Highlands
0972cdc3,2023-01-01,Highlands,Hardware,Agency,Invoice,39134.69,27883.49,11251.2,CUST-7274,VEND-4826,Invoice - Hardware - Highlands
8409a7a2,2023-01-01,Highlands,Software Dev,Direct,Credit Memo,49638.37,33844.02,15794.35,CUST-7246,VEND-7325,Credit Memo - Software Dev - Highlands
809f8adc,2023-01-01,Urban,Consulting,Contract,Invoice,91241.53,64820.46,26421.07,CUST-6439,VEND-2644,Invoice - Consulting - Urban
04644ba0,2023-01-01,Highlands,Cloud Services,Partner,Invoice,48921.58,34409.36,14512.22,CUST-3361,VEND-7717,Invoice - Cloud Services - Highlands
869d49e4,2023-01-01,Urban,Consulting,Online,Sales Receipt,96100.29,62084.03,34016.26,CUST-6546,VEND-7512,Sales Receipt - Consulting - Urban
00d7a4c1,2023-01-01,Urban,Cloud Services,Direct,Estimate,86678.51,60311.29,26367.22,CUST-7226,VEND-6188,Estimate - Cloud Services - Urban
745731fc,2023-01-01,Urban,Integration,Partner,Invoice,78871.31,46507.8,32363.51,CUST-5708,VEND-4727,Invoice - Integration - Urban
3239c063,2023-01-01,Urban,Cloud Services,Contract,Estimate,96652.91,68834.65,27818.26,CUST-2646,VEND-8269,Estimate - Cloud Services - Urban
0f32f3c5,2023-01-01,Central,Training,Online,Estimate,42683.12,25224.82,17458.3,CUST-5806,VEND-6873,Estimate - Training - Central
dabd8f13,2023-01-01,South,Support,Agency,Payment,56029.64,34556.04,21473.6,CUST-3950,VEND-3785,Payment - Support - South
bfa7ed30,2023-01-01,Central,Cloud Services,Partner,Payment,46656.7,32576.13,14080.57,CUST-4945,VEND-9153,Payment - Cloud Services - Central
0ef6f759,2023-01-01,Mekong,Consulting,Agency,Invoice,50655.49,32670.23,17985.26,CUST-5183,VEND-1153,Invoice - Consulting - Mekong
ddbc435a,2023-01-01,Highlands,Training,Partner,Payment,26779.29,16215.85,10563.44,CUST-6661,VEND-5901,Payment - Training - Highlands
2a4430f1,2023-01-01,Urban,Support,Direct,Invoice,60243.03,38819.93,21423.1,CUST-7302,VEND-8916,Invoice - Support - Urban
ddfd3f6d,2023-01-01,North,Maintenance,Contract,Payment,61826.31,40765.17,21061.14,CUST-5837,VEND-1359,Payment - Maintenance - North
ec57127f,2023-01-01,Urban,Support,Direct,Estimate,51161.18,29983.15,21178.03,CUST-1803,VEND-9138,Estimate - Support - Urban
7ccf1a85,2023-01-01,South,Maintenance,Partner,Invoice,51483.96,35485.38,15998.58,CUST-4115,VEND-5106,Invoice - Maintenance - South
1107c547,2023-01-01,Urban,Consulting,Online,Payment,104485.63,73395.15,31090.48,CUST-6061,VEND-8222,Payment - Consulting - Urban
88506bc4,2023-01-01,North,Security,Direct,Invoice,74044.26,50365.41,23678.85,CUST-5835,VEND-6352,Invoice - Security - North
f0e1bd55,2023-01-01,Urban,Support,Agency,Estimate,64198.43,39231.87,24966.56,CUST-6994,VEND-9697,Estimate - Support - Urban
b708fd85,2023-01-01,Mekong,Training,Agency,Estimate,30896.16,19106.37,11789.79,CUST-8894,VEND-5835,Estimate - Training - Mekong
c94b4763,2023-01-01,Urban,Hardware,Online,Invoice,94941.15,61320.88,33620.27,CUST-4696,VEND-7511,Invoice - Hardware - Urban
124c3ffa,2023-01-01,Mekong,Hardware,Online,Invoice,52984.56,36442.18,16542.38,CUST-9791,VEND-3024,Invoice - Hardware - Mekong
c1ad63f9,2023-01-01,Highlands,Hardware,Direct,Estimate,36599.98,24192.32,12407.66,CUST-7086,VEND-2775,Estimate - Hardware - Highlands
834cb6b8,2023-01-01,Urban,Maintenance,Contract,Estimate,87649.69,51560.21,36089.48,CUST-6374,VEND-4626,Estimate - Maintenance - Urban
98fa0530,2023-01-01,Urban,Cloud Services,Contract,Invoice,110460.96,77678.4,32782.56,CUST-7689,VEND-2911,Invoice - Cloud Services - Urban
9a5443b9,2023-01-01,Central,Software Dev,Online,Payment,66145.41,41312.27,24833.14,CUST-2592,VEND-4846,Payment - Software Dev - Central
474e7998,2023-01-01,Mekong,Consulting,Contract,Credit Memo,57214.29,36844.5,20369.79,CUST-9850,VEND-7866,Credit Memo - Consulting - Mekong
8ee677d1,2023-01-01,Mekong,Consulting,Contract,Estimate,50460.97,33815.91,16645.06,CUST-7686,VEND-5583,Estimate - Consulting - Mekong
60a518f9,2023-01-02,Urban,Hardware,Agency,Sales Receipt,91276.14,58657.68,32618.46,CUST-6942,VEND-2627,Sales Receipt - Hardware - Urban
0d6e4480,2023-01-02,Urban,Hardware,Partner,Payment,80830.54,56760.86,24069.68,CUST-1992,VEND-7523,Payment - Hardware - Urban
6e833d3e,2023-01-02,South,Maintenance,Online,Estimate,64482.93,45677.86,18805.07,CUST-2501,VEND-4475,Estimate - Maintenance - South
c7a2b527,2023-01-02,Urban,Security,Online,Invoice,114969.72,68013.24,46956.48,CUST-3063,VEND-4362,Invoice - Security - Urban
0cfcd3ba,2023-01-02,North,Analytics,Agency,Estimate,90353.38,59744.35,30609.03,CUST-4817,VEND-6383,Estimate - Analytics - North
45ab5e47,2023-01-02,Central,Security,Online,Sales Receipt,71697.66,44527.53,27170.13,CUST-3129,VEND-9850,Sales Receipt - Security - Central
0197cd6d,2023-01-02,South,Consulting,Online,Invoice,99582.89,66813.89,32769.0,CUST-1243,VEND-6869,Invoice - Consulting - South
9df0cccb,2023-01-02,Central,Security,Direct,Invoice,53184.4,31221.98,21962.42,CUST-3076,VEND-7897,Invoice - Security - Central
5d84ce04,2023-01-02,Mekong,Cloud Services,Online,Estimate,61377.19,39705.64,21671.55,CUST-9408,VEND-2786,Estimate - Cloud Services - Mekong
ed41ab24,2023-01-02,Highlands,Analytics,Agency,Invoice,47892.85,33903.54,13989.31,CUST-9543,VEND-5941,Invoice - Analytics - Highlands
96bf2ab8,2023-01-02,Highlands,Software Dev,Online,Estimate,59294.36,42384.57,16909.79,CUST-7984,VEND-2768,Estimate - Software Dev - Highlands
42f0bb7d,2023-01-02,Highlands,Integration,Online,Invoice,53016.18,37212.3,15803.88,CUST-3430,VEND-2076,Invoice - Integration - Highlands
24562f87,2023-01-02,Central,Training,Partner,Payment,34372.1,22936.5,11435.6,CUST-6327,VEND-7240,Payment - Training - Central
89f29f32,2023-01-02,Mekong,Analytics,Direct,Payment,50847.22,32744.75,18102.47,CUST-2624,VEND-2874,Payment - Analytics - Mekong
27396850,2023-01-02,Urban,Analytics,Agency,Estimate,104601.41,67039.99,37561.42,CUST-7779,VEND-6553,Estimate - Analytics - Urban
04546201,2023-01-02,Highlands,Support,Contract,Invoice,37257.13,25329.25,11927.88,CUST-6120,VEND-5176,Invoice - Support - Highlands
dd24c9e9,2023-01-02,South,Consulting,Contract,Estimate,92908.11,55162.08,37746.03,CUST-2527,VEND-8075,Estimate - Consulting - South
44573aa3,2023-01-02,North,Hardware,Agency,Payment,75303.49,49499.11,25804.38,CUST-6400,VEND-3002,Payment - Hardware - North
19ca72f7,2023-01-02,Highlands,Hardware,Contract,Credit Memo,58450.87,40790.06,17660.81,CUST-5712,VEND-6119,Credit Memo - Hardware - Highlands
fe561a06,2023-01-02,South,Cloud Services,Partner,Invoice,75622.49,49227.49,26395.0,CUST-8900,VEND-4674,Invoice - Cloud Services - South
3d584eb8,2023-01-02,North,Hardware,Partner,Estimate,62197.94,39357.8,22840.14,CUST-4705,VEND-8030,Estimate - Hardware - North
c8676ff3,2023-01-02,Mekong,Security,Partner,Payment,41875.45,28171.58,13703.87,CUST-5381,VEND-1474,Payment - Security - Mekong
9aefc637,2023-01-02,Central,Training,Direct,Payment,36541.53,25754.47,10787.06,CUST-3972,VEND-3347,Payment - Training - Central
dc8d1872,2023-01-02,Mekong,Support,Online,Payment,40872.22,24664.08,16208.14,CUST-1502,VEND-2503,Payment - Support - Mekong
08c00e93,2023-01-02,Urban,Analytics,Agency,Payment,103794.64,65795.97,37998.67,CUST-3578,VEND-7062,Payment - Analytics - Urban
de889906,2023-01-02,South,Hardware,Partner,Estimate,62853.88,41641.27,21212.61,CUST-3549,VEND-3579,Estimate - Hardware - South
f8299524,2023-01-02,Mekong,Software Dev,Online,Credit Memo,67151.7,41659.13,25492.57,CUST-8957,VEND-8242,Credit Memo - Software Dev - Mekong
